,sample_name,kdrxnI,kdrxnII,kdrxnI_std,kdrxnII_std,rs_fluid,rs_melt_OM,rs_melt_nash,rs_melt_muth,kd_OM,kd_OM_err,kd_nash,kd_nash_err,kd_muth,kd_muth_err
0,comp_1,13.22213245332335,54.51389018788014,6.211788559517336,11.729100251872893,0.06568103758760546,0.07056692861068847,0.16817031909727484,0.6908068101652405,16.13596497358766,5.83246897682621,20.166180527631134,5.53083567163099,41.746759900048424,8.327067952318398
1,comp_2,15.564586348915942,59.37505173898407,6.888989783845346,13.36093275968572,0.12324466694631381,0.09491854821886214,0.27543248871976045,0.6589564344272123,19.723012120533916,6.3627639546332,27.631411863273335,6.201460372382823,44.433774412952026,9.112360343863159
2,comp_3,17.531500195198603,63.62954735750481,8.00164185429495,14.21683730835847,0.21129557821158107,0.12392827078556656,0.42235576115600354,0.6366777199080605,23.244351466614706,7.2280322592031965,37.00127599223979,7.577506738730589,46.88109975470996,9.506950402389297
3,comp_4,20.131449643799026,68.24937915465763,9.74288772341521,14.76303594116938,0.3283663277472754,0.15741589019344981,0.5882655437550522,0.6235298275945216,27.705976352016503,8.53180428188046,48.43756961187154,9.566295806168519,50.13441393591004,9.909042428262289
4,comp_5,22.149436550454077,72.37313606626483,10.374571720054984,15.918867372740138,0.46174474996607706,0.19493430753467744,0.7382767906046547,0.6186994338918121,31.939758637398363,8.91004367022785,59.228428241279396,12.062115873874783,53.22281100883867,10.613730678650754
